execution_number,timestamp,duration_ms,error,dfc_1phase_error,dfc_1phase_exec_time_ms,dfc_1phase_rewrite_time_ms,dfc_1phase_rows,dfc_1phase_time_ms,dfc_2phase_error,dfc_2phase_exec_time_ms,dfc_2phase_rewrite_time_ms,dfc_2phase_rows,dfc_2phase_time_ms,join_count,no_policy_error,no_policy_exec_time_ms,no_policy_rows,num_rows,run_num,source_count,table_count
227,2026-02-16T01:19:51.014512,63.23583284392953,,,13.375625014305115,5.632749991491437,10,19.00837500579655,,21.20858314447105,9.482832858338952,10,30.69141600281,32,,13.531832955777645,10,10000,7,4,33
228,2026-02-16T01:19:51.092347,65.22037484683096,,,14.941625064238906,5.555291892960668,10,20.496916957199574,,20.67420817911625,9.263582993298769,10,29.937791172415018,32,,14.780957950279117,10,10000,8,4,33
229,2026-02-16T01:19:51.172885,69.01241699233651,,,16.78995811380446,6.947792135179043,10,23.737750248983502,,23.02295807749033,8.680083090439439,10,31.70304116792977,32,,13.565958011895418,10,10000,9,4,33
230,2026-02-16T01:19:51.250402,64.73625008948147,,,13.55887483805418,5.872833076864481,10,19.43170791491866,,21.57108299434185,9.264708030968904,10,30.835791025310755,32,,14.464166015386581,10,10000,10,4,33
231,2026-02-16T01:19:51.330087,67.73333414457738,,,15.827124938368797,5.813708063215017,10,21.640833001583815,,21.47658308967948,9.465040871873498,10,30.941623961552978,32,,15.146750025451183,10,10000,11,4,33
232,2026-02-16T01:19:51.408282,66.41570804640651,,,14.347875025123358,5.919832969084382,10,20.26770799420774,,22.338957991451025,9.19558317400515,10,31.534541165456176,32,,14.608999947085977,10,10000,12,4,33
233,2026-02-16T01:19:51.483110,63.05279186926782,,,13.727125013247132,7.091333158314228,10,20.81845817156136,,19.896790850907564,8.62624985165894,10,28.523040702566504,32,,13.703125063329935,10,10000,13,4,33
234,2026-02-16T01:19:51.562204,66.0792919807136,,,15.717459144070745,5.5567920207977295,10,21.274251164868474,,20.996375009417534,9.282832965254784,10,30.279207974672318,32,,14.52249987050891,10,10000,14,4,33
235,2026-02-16T01:19:51.638095,64.40170900896192,,,15.041874954476953,5.869958084076643,10,20.911833038553596,,21.220166934654117,9.173166938126087,10,30.393333872780204,32,,13.091207947582006,10,10000,15,4,33
236,2026-02-16T01:19:51.716969,66.89145811833441,,,14.951332937926054,5.570458946749568,10,20.521791884675622,,22.830916102975607,9.960291907191277,10,32.79120801016688,32,,13.57445796020329,10,10000,16,4,33
237,2026-02-16T01:19:51.812194,83.03254190832376,,,15.44849993661046,23.906332906335592,10,39.35483284294605,,20.495374919846654,9.018666110932827,10,29.51404103077948,32,,14.158708974719048,10,10000,17,4,33
238,2026-02-16T01:19:51.887391,62.62229196727276,,,14.418374979868531,5.732666933909059,10,20.15104191377759,,20.67924989387393,8.829625090584159,10,29.50887498445809,32,,12.955750105902553,10,10000,18,4,33
239,2026-02-16T01:19:51.964055,64.44016587920487,,,13.986167032271624,5.607292056083679,10,19.593459088355303,,21.614208118990064,9.739167056977749,10,31.353375175967813,32,,13.489000033587217,10,10000,19,4,33
240,2026-02-16T01:19:52.039723,64.21512505039573,,,13.770082965493202,5.775375058874488,10,19.54545802436769,,22.518083918839693,9.178082924336195,10,31.696166843175888,32,,12.968792114406824,10,10000,20,4,33
241,2026-02-16T01:19:52.219363,66.37387513183057,,,14.66587488539517,6.479999981820583,10,21.145874867215753,,20.475333090871572,9.588374989107251,10,30.063708079978824,32,,15.158999944105744,10,10000,1,8,33
242,2026-02-16T01:19:52.308991,66.68349984101951,,,14.559082919731736,6.5087920520454645,10,21.0678749717772,,21.548249991610646,9.185958886519074,10,30.73420887812972,32,,14.876459026709199,10,10000,2,8,33
243,2026-02-16T01:19:52.397741,65.59966690838337,,,14.769874978810549,5.958624882623553,10,20.728499861434102,,20.952249877154827,9.837166871875525,10,30.78941674903035,32,,14.077583095058799,10,10000,3,8,33
244,2026-02-16T01:19:52.484168,64.11066697910428,,,14.00150009430945,6.477165967226028,10,20.478666061535478,,20.607166923582554,9.69533296301961,10,30.302499886602163,32,,13.323749881237745,10,10000,4,8,33
245,2026-02-16T01:19:52.574620,67.52004101872444,,,16.321625094860792,7.332749897614121,10,23.654374992474914,,22.248499793931842,9.200500091537833,10,31.448999885469675,32,,12.412040960043669,10,10000,5,8,33
246,2026-02-16T01:19:52.681391,65.04383287392557,,,12.809165986254811,6.059458013623953,10,18.868623999878764,,21.801041904836893,9.68799996189773,10,31.489041866734624,32,,14.68120887875557,10,10000,6,8,33
247,2026-02-16T01:19:52.768008,63.83379199542105,,,13.354083057492971,6.365833105519414,10,19.719916163012385,,20.67670808173716,9.728957898914814,10,30.405665980651975,32,,13.703583972528577,10,10000,7,8,33
248,2026-02-16T01:19:52.860608,69.06445790082216,,,14.09395900554955,6.847708020359278,10,20.941667025908828,,23.40495795942843,9.287792025133967,10,32.6927499845624,32,,15.425542136654258,10,10000,8,8,33
249,2026-02-16T01:19:52.950911,67.76012503542006,,,13.97795812226832,6.15887506864965,10,20.13683319091797,,22.956334054470062,9.747957810759544,10,32.70429186522961,32,,14.914916828274727,10,10000,9,8,33
250,2026-02-16T01:19:53.037752,63.90483304858208,,,14.548833947628736,6.81470800191164,10,21.363541949540377,,21.262834081426263,8.98970803245902,10,30.252542113885283,32,,12.283375021070242,10,10000,10,8,33
251,2026-02-16T01:19:53.127041,65.65154204145074,,,14.705749927088618,6.089708069339395,10,20.795457996428013,,21.783458068966866,9.357291972264647,10,31.140750041231513,32,,13.71037494391203,10,10000,11,8,33
252,2026-02-16T01:19:53.218585,68.9768330194056,,,12.749082874506712,6.344125140458345,10,19.093208014965057,,22.704666946083307,10.36745891906321,10,33.07212586514652,32,,16.807000152766705,10,10000,12,8,33
253,2026-02-16T01:19:53.306981,65.92825008556247,,,14.957832871004939,6.967958994209766,10,21.925791865214705,,21.534457802772522,9.3945418484509,10,30.92899965122342,32,,13.067791936919093,10,10000,13,8,33
254,2026-02-16T01:19:53.414266,67.04874988645315,,,14.876458095386624,5.939957918599248,10,20.816416013985872,,21.582124987617135,9.678625036031008,10,31.260750023648143,32,,14.966916060075164,10,10000,14,8,33
255,2026-02-16T01:19:53.508025,71.31999987177551,,,14.804082922637463,6.458332994952798,10,21.26241591759026,,25.264041032642126,9.628125000745058,10,34.892166033387184,32,,15.16108401119709,10,10000,15,8,33
256,2026-02-16T01:19:53.598161,67.37870792858303,,,14.078292064368725,6.603166926652193,10,20.681458991020918,,22.373666986823082,9.605041006579995,10,31.978707993403077,32,,14.714499935507774,10,10000,16,8,33
257,2026-02-16T01:19:53.687019,65.8419169485569,,,16.57441700808704,6.499957991763949,10,23.07437499985099,,20.417291903868318,9.516125079244375,10,29.933416983112693,32,,12.828917009755969,10,10000,17,8,33
258,2026-02-16T01:19:53.775148,65.2276249602437,,,14.090541983023286,6.562374997884035,10,20.65291698090732,,22.876375121995807,8.883500006049871,10,31.759875128045678,32,,12.810125015676022,10,10000,18,8,33
259,2026-02-16T01:19:53.866712,67.96150002628565,,,14.570249943062663,5.985125200822949,10,20.555375143885612,,23.297165986150503,9.78441582992673,10,33.08158181607723,32,,14.320292044430971,10,10000,19,8,33
260,2026-02-16T01:19:53.956121,66.5601659566164,,,14.665250200778246,6.381500046700239,10,21.046750247478485,,22.363875061273575,9.49683296494186,10,31.860708026215434,32,,13.648082967847586,10,10000,20,8,33
261,2026-02-16T01:19:54.201348,71.1641248781234,,,15.911041060462594,7.223791908472776,10,23.13483296893537,,23.215374909341335,10.813792003318667,10,34.02916691266,32,,13.995707966387272,10,10000,1,16,33
262,2026-02-16T01:19:54.317053,71.56620896421373,,,17.11412495933473,6.983083905652165,10,24.097208864986897,,22.63887505978346,10.815666988492012,10,33.45454204827547,32,,14.010375132784247,10,10000,2,16,33
263,2026-02-16T01:19:54.431689,70.29849989339709,,,14.397792052477598,7.319458993151784,10,21.717251045629382,,21.90404199063778,10.383999906480312,10,32.28804189711809,32,,16.28862484358251,10,10000,3,16,33
264,2026-02-16T01:19:54.547045,71.37112505733967,,,15.601249877363443,7.064499892294407,10,22.66574976965785,,22.712958976626396,10.973999975249171,10,33.68695895187557,32,,15.013833064585924,10,10000,4,16,33
265,2026-02-16T01:19:54.665176,73.44887498766184,,,17.890166025608778,7.18387495726347,10,25.074040982872248,,22.946625016629696,11.140290880575776,10,34.08691589720547,32,,14.282665913924575,10,10000,5,16,33
266,2026-02-16T01:19:54.782518,73.628333164379,,,17.02920813113451,7.745250128209591,10,24.7744582593441,,23.766292026266456,10.67874999716878,10,34.445042023435235,32,,14.403542038053274,10,10000,6,16,33
267,2026-02-16T01:19:54.915372,88.81316683255136,,,17.289708135649562,6.991083035245538,10,24.2807911708951,,22.228917106986046,29.414125019684434,10,51.64304212667048,32,,12.8841248806566,10,10000,7,16,33
268,2026-02-16T01:19:55.029116,69.85037494450808,,,15.423042001202703,7.811875082552433,10,23.234917083755136,,22.816458018496633,10.453084018081427,10,33.26954203657806,32,,13.340708101168275,10,10000,8,16,33
269,2026-02-16T01:19:55.143004,71.39404187910259,,,15.704415971413255,7.881666999310255,10,23.58608297072351,,24.35304201208055,10.156042175367475,10,34.509084187448025,32,,13.293832773342729,10,10000,9,16,33
270,2026-02-16T01:19:55.260319,73.12912493944168,,,16.46187505684793,7.5487501453608274,10,24.010625202208757,,23.565417155623436,10.347792180255055,10,33.91320933587849,32,,15.20029199309647,10,10000,10,16,33
271,2026-02-16T01:19:55.379049,74.01816709898412,,,16.460292041301727,8.421250153332949,10,24.881542194634676,,25.46312496997416,10.389124974608421,10,35.85224994458258,32,,13.280417071655393,10,10000,11,16,33
272,2026-02-16T01:19:55.495712,71.535374969244,,,16.63220813497901,7.444416871294379,10,24.07662500627339,,23.352874908596277,10.654999874532223,10,34.0078747831285,32,,13.444999931380153,10,10000,12,16,33
273,2026-02-16T01:19:55.611140,70.49312489107251,,,15.292082913219929,7.190500153228641,10,22.48258306644857,,23.79212505184114,10.307417018339038,10,34.09954207018018,32,,13.905749889090657,10,10000,13,16,33
274,2026-02-16T01:19:55.744216,89.3572501372546,,,16.974708065390587,7.964166114106774,10,24.93887417949736,,21.422166842967272,28.73904095031321,10,50.16120779328048,32,,14.25229199230671,10,10000,14,16,33
275,2026-02-16T01:19:55.859670,71.76729198545218,,,15.8740000333637,7.200916996225715,10,23.074917029589415,,22.978875087574124,10.333499871194363,10,33.31237495876849,32,,15.374500071629882,10,10000,15,16,33
276,2026-02-16T01:19:55.974936,71.27054198645055,,,16.66637510061264,7.415791042149067,10,24.082166142761707,,22.419749991968274,10.386332869529724,10,32.806082861498,32,,14.376542065292597,10,10000,16,16,33
277,2026-02-16T01:19:56.088310,70.48670807853341,,,15.7020827755332,7.941625081002712,10,23.64370785653591,,20.750666968524456,10.127499932423234,10,30.87816690094769,32,,15.959458891302347,10,10000,17,16,33
278,2026-02-16T01:19:56.201910,70.07416593842208,,,14.978665858507156,7.550083100795746,10,22.528748959302902,,21.60524995997548,10.90583298355341,10,32.51108294352889,32,,15.02966694533825,10,10000,18,16,33
279,2026-02-16T01:19:56.313552,68.37595789693296,,,15.87320794351399,6.905875168740749,10,22.77908311225474,,21.13041700795293,10.827957885339856,10,31.958374893292785,32,,13.634083094075322,10,10000,19,16,33
280,2026-02-16T01:19:56.427428,71.35208300314844,,,16.698333201929927,7.7342919539660215,10,24.43262515589595,,21.394042065367103,10.3302919305861,10,31.724333995953202,32,,15.189915895462036,10,10000,20,16,33
281,2026-02-16T01:19:56.780356,79.30620899423957,,,19.026832887902856,9.623249992728233,10,28.65008288063109,,24.05054192058742,12.277750065550208,10,36.32829198613763,32,,14.323250157758594,10,10000,1,32,33
282,2026-02-16T01:19:56.942245,78.85208399966359,,,17.064624931663275,9.29091707803309,10,26.355542009696364,,25.051499949768186,12.466083047911525,10,37.51758299767971,32,,14.97370796278119,10,10000,2,32,33
283,2026-02-16T01:19:57.104832,79.31133289821446,,,17.73408311419189,9.387125028297305,10,27.121208142489195,,24.305041879415512,12.664458015933633,10,36.969499895349145,32,,15.212541911751032,10,10000,3,32,33
284,2026-02-16T01:19:57.267756,77.08591711707413,,,17.1205410733819,9.534790879115462,10,26.655331952497363,,22.982082795351744,12.73375004529953,10,35.715832840651274,32,,14.709667069837451,10,10000,4,32,33
285,2026-02-16T01:19:57.459133,106.17270809598267,,,17.221584217622876,9.291499853134155,10,26.51308407075703,,31.408749986439943,31.806624960154295,10,63.21537494659424,32,,16.43945788964629,10,10000,5,32,33
286,2026-02-16T01:19:57.620335,75.35475003533065,,,18.365834141150117,8.77570896409452,10,27.141543105244637,,21.206165896728635,12.383207911625504,10,33.58937380835414,32,,14.618124812841415,10,10000,6,32,33
287,2026-02-16T01:19:57.782782,75.68941684439778,,,17.106750048696995,8.922917069867253,10,26.029667118564248,,23.083040956407785,13.105958001688123,10,36.18899895809591,32,,13.465292053297162,10,10000,7,32,33
288,2026-02-16T01:19:57.943528,76.8737921025604,,,16.57512504607439,9.121624985709786,10,25.696750031784177,,24.338499875739217,12.773999944329262,10,37.11249982006848,32,,14.059541979804635,10,10000,8,32,33
289,2026-02-16T01:19:58.103075,75.1233329065144,,,17.399540869519114,9.147790959104896,10,26.54733182862401,,22.46024995110929,12.531292159110308,10,34.9915421102196,32,,13.579207938164473,10,10000,9,32,33
290,2026-02-16T01:19:58.286818,98.57850009575486,,,18.50429200567305,9.673417080193758,10,28.17770908586681,,23.61049992032349,32.21141593530774,10,55.82191585563123,32,,14.573500026017427,10,10000,10,32,33
291,2026-02-16T01:19:58.453307,81.84224995784461,,,18.17425014451146,9.519125102087855,10,27.693375246599317,,27.799000032246113,12.51795794814825,10,40.31695798039436,32,,13.82720796391368,10,10000,11,32,33
292,2026-02-16T01:19:58.634715,95.25820799171925,,,22.84808410331607,9.679707931354642,10,32.52779203467071,,33.360624918714166,13.140290975570679,10,46.500915894284844,32,,16.22245809994638,10,10000,12,32,33
293,2026-02-16T01:19:58.802193,79.1147081181407,,,18.177874851971865,10.013290913775563,10,28.191165765747428,,24.506499990820885,12.493999907746911,10,37.000499898567796,32,,13.916875002905726,10,10000,13,32,33
294,2026-02-16T01:19:58.966834,78.54804187081754,,,18.37166608311236,10.167584056034684,10,28.539250139147043,,23.12970790080726,12.707750080153346,10,35.83745798096061,32,,14.167082961648703,10,10000,14,32,33
295,2026-02-16T01:19:59.131823,79.03558295220137,,,18.52358295582235,9.627416031435132,10,28.15099898725748,,22.952958941459656,12.800666969269514,10,35.75362591072917,32,,15.12641692534089,10,10000,15,32,33
296,2026-02-16T01:19:59.316319,98.80874981172383,,,17.95541704632342,30.341708101332188,10,48.297125147655606,,23.587415926158428,12.678624829277396,10,36.266040755435824,32,,14.241459080949426,10,10000,16,32,33
297,2026-02-16T01:19:59.504764,102.71337511949241,,,32.550791976973414,11.585416970774531,10,44.136208947747946,,28.74129102565348,14.258417068049312,10,42.99970809370279,32,,15.568749979138374,10,10000,17,32,33
298,2026-02-16T01:19:59.670760,78.7331669125706,,,17.66262506134808,8.896708022803068,10,26.55933308415115,,23.692375048995018,13.438499998301268,10,37.130875047296286,32,,15.036707976832986,10,10000,18,32,33
299,2026-02-16T01:19:59.835028,78.29187484458089,,,18.96795816719532,9.228290989995003,10,28.196249157190323,,23.434208007529378,13.087416999042034,10,36.52162500657141,32,,13.568874914199114,10,10000,19,32,33
300,2026-02-16T01:20:00.000834,81.02525002323091,,,18.339375033974648,9.568957844749093,10,27.90833287872374,,24.73066607490182,12.809541076421738,10,37.54020715132356,32,,15.572167001664639,10,10000,20,32,33
