execution_number,timestamp,duration_ms,error,correctness_error,correctness_match,dfc_1phase_error,dfc_1phase_exec_time_ms,dfc_1phase_rewrite_time_ms,dfc_1phase_rows,dfc_1phase_time_ms,dfc_2phase_error,dfc_2phase_exec_time_ms,dfc_2phase_rewrite_time_ms,dfc_2phase_rows,dfc_2phase_time_ms,logical_error,logical_exec_time_ms,logical_rewrite_time_ms,logical_rows,logical_time_ms,no_policy_error,no_policy_exec_time_ms,no_policy_rows,no_policy_time_ms,query_name,query_num,sqlserver_correctness_error,sqlserver_correctness_match,sqlserver_dfc_1phase_correctness_error,sqlserver_dfc_1phase_correctness_match,sqlserver_dfc_1phase_error,sqlserver_dfc_1phase_rows,sqlserver_dfc_1phase_time_ms,sqlserver_dfc_2phase_correctness_error,sqlserver_dfc_2phase_correctness_match,sqlserver_dfc_2phase_error,sqlserver_dfc_2phase_rows,sqlserver_dfc_2phase_time_ms,sqlserver_error,sqlserver_logical_correctness_error,sqlserver_logical_correctness_match,sqlserver_logical_error,sqlserver_logical_rows,sqlserver_logical_time_ms,sqlserver_rows,sqlserver_time_ms,tpch_sf
44,2026-03-01T01:15:42.174846,1740.4712061397731,,,True,,40.7559578306973,4.081499762833118,20,44.83745759353042,,67.16262502595782,4.398125223815441,20,71.56075024977326,,63.67062497884035,5.426082760095596,20,69.09670773893595,,45.232124626636505,20,45.232124626636505,q10,10,,True,,True,,20,1532.387999817729,,True,,20,3486.3711670041084,,,True,,20,2613.7552079744637,20,1509.744165930897,1.0
45,2026-03-01T01:15:51.437779,1783.9220818132162,,,True,,41.954874992370605,4.301415756344795,20,46.2562907487154,,61.58912507817149,4.135333932936192,20,65.72445901110768,,64.42645797505975,5.479750223457813,20,69.90620819851756,,39.5240830257535,20,39.5240830257535,q10,10,,True,,True,,20,1469.9229593388736,,True,,20,3327.7794159948826,,,True,,20,2676.997374743223,20,1562.511040829122,1.0
46,2026-03-01T01:16:02.695490,1092.0967091806233,,,True,,18.926833290606737,2.0375000312924385,2,20.964333321899176,,30.454291962087154,2.8295000083744526,2,33.28379197046161,,33.284083008766174,4.529166966676712,2,37.813249975442886,,16.066541895270348,2,16.066541895270348,q12,12,,True,,True,,2,918.5702078975737,,True,,2,1803.1130833551288,,,True,,2,1778.2638748176396,2,983.9687920175493,1.0
47,2026-03-01T01:16:08.232191,1077.021081931889,,,True,,17.292541917413473,1.9849580712616444,2,19.277499988675117,,28.95183302462101,3.476249985396862,2,32.42808301001787,,33.54179114103317,4.201207775622606,2,37.74299891665578,,17.702499870210886,2,17.702499870210886,q12,12,,True,,True,,2,921.8008341267705,,True,,2,1751.1147088371217,,,True,,2,1783.0237499438226,2,969.8700001463294,1.0
48,2026-03-01T01:16:13.988551,1120.368915144354,,,True,,17.87254074588418,2.059290651232004,2,19.931831397116184,,30.390500091016293,2.801707945764065,2,33.19220803678036,,35.75912490487099,4.2319996282458305,2,39.99112453311682,,15.587958972901106,2,15.587958972901106,q12,12,,True,,True,,2,1020.9388332441449,,True,,2,1846.5499999001622,,,True,,2,1764.9278338067234,2,1011.6657922044396,1.0
49,2026-03-01T01:16:19.559537,1018.1518727913499,,,True,,17.480832990258932,2.0337500609457493,2,19.51458305120468,,27.650207746773958,3.2008327543735504,2,30.85104050114751,,37.225165870040655,4.533458035439253,2,41.75862390547991,,15.256625134497881,2,15.256625134497881,q12,12,,True,,True,,2,1003.4897918812931,,True,,2,1768.3027503080666,,,True,,2,1776.5666670165956,2,910.7710001990199,1.0
50,2026-03-01T01:16:25.462074,1057.0328729227185,,,True,,16.97233272716403,2.042540814727545,2,19.014873541891575,,28.717124834656715,3.244750201702118,2,31.961875036358833,,37.32612496241927,4.573957994580269,2,41.90008295699954,,17.361625097692013,2,17.361625097692013,q12,12,,True,,True,,2,930.8069171383977,,True,,2,1872.2107079811394,,,True,,2,2037.9026248119771,2,946.7944162897766,1.0
51,2026-03-01T01:16:34.237218,834.8691249266267,,,True,,13.024083338677883,155.15179093927145,1,168.17587427794933,,15.292958356440067,2.00758408755064,1,17.300542443990707,,20.10533306747675,3.2110000029206276,1,23.316333070397377,,11.309084016829729,1,11.309084016829729,q14,14,,True,,True,,1,632.6154163107276,,True,,1,1212.1915412135422,,,True,,1,1287.450292147696,1,614.7672911174595,1.0
52,2026-03-01T01:16:38.235330,713.2009160704911,,,True,,14.201374724507332,1.5678745694458485,1,15.76924929395318,,18.8576253131032,2.004709094762802,1,20.862334407866,,21.84566669166088,2.954124938696623,1,24.799791630357504,,13.025207910686731,1,13.025207910686731,q14,14,,True,,True,,1,716.0819168202579,,True,,1,1207.9754578880966,,,True,,1,1357.2081658057868,1,638.7443328276277,1.0
53,2026-03-01T01:16:42.030681,716.9409147463739,,,True,,13.764582574367523,2.099541947245598,1,15.864124521613121,,16.061415895819664,2.0253746770322323,1,18.086790572851896,,20.400417037308216,2.9469160363078117,1,23.347333073616028,,14.901791699230671,1,14.901791699230671,q14,14,,True,,True,,1,632.276083342731,,True,,1,1225.2766671590507,,,True,,1,1217.3922918736935,1,644.7408748790622,1.0
54,2026-03-01T01:16:45.882077,702.6958740316331,,,True,,16.237167175859213,1.5309168957173824,1,17.768084071576595,,17.22941594198346,2.016625367105007,1,19.24604130908847,,21.30520762875676,2.898041158914566,1,24.203248787671328,,13.071957975625992,1,13.071957975625992,q14,14,,True,,True,,1,649.4052917696536,,True,,1,1282.1259167976677,,,True,,1,1213.592791929841,1,628.4065418876708,1.0
55,2026-03-01T01:16:49.786195,748.1213319115341,,,True,,14.402082655578852,2.190125174820423,1,16.592207830399275,,17.39333337172866,2.235041931271553,1,19.62837530300021,,21.589874755591154,3.0408333986997604,1,24.630708154290915,,14.152499847114086,1,14.152499847114086,q14,14,,True,,True,,1,720.5607909709215,,True,,1,1218.5470829717815,,,True,,1,1213.3522080257535,1,673.1175407767296,1.0
56,2026-03-01T01:17:13.965283,2104.503293056041,,,True,,52.04387474805117,4.009291063994169,57,56.053165812045336,,99.60104199126363,3.8850842975080013,57,103.48612628877163,,91.99862508103251,3.874625079333782,57,95.8732501603663,,49.082959070801735,57,49.082959070801735,q18,18,,True,,True,,57,1593.832875136286,,True,,57,3089.8432917892933,,,True,,57,2946.2575828656554,57,1800.007791724056,1.0
